Unnamed: 0,SriLanka_creole,phonetic_transcription,Portuguese_definition,Portuguese_IPA,English_definition,pos,Related_languages,pt_related annotations,sources,original_full_entry,original_Portuguese_definition,original_linguistic_notes,page
2035,Reciá,resiaː,recear,Rɨ.ˈsi.aɾ,fear,verb,,,,,recear,,
2036,Recompensão,rekompensaːo,recompensar,Rɨ.kõ.pẽ.ˈsaɾ,reward,verb,,,,"Recompensão, recompensar. — Deriv. reg. de recompensa. Cfr. cuidação.",recompensar,derivado,173.0
2037,Redá,redaː,arredar,ɐ.Rɨ.ˈdaɾ,collect,verb,,,,"Redà, arredar.",arredar,,173.0
2041,Refença,refensa,vingança,vĩ.ˈɡɐ̃.sɐ,vengeance,noun,,,,"Refença, refencia, vingança. Refencioso, vingativo. — Do holl. wreken (verb.)}",vingança,,173.0
2042,refencia,refensia,vingança,vĩ.ˈɡɐ̃.sɐ,vengeance,noun,,,,"Refença, refencia, vingança. Refencioso, vingativo. — Do holl. wreken (verb.)}",vingança,,173.0
2046,Refujo,refud̠ʒo,refúgio,Rɨ.ˈfu.ʒju,refuge,noun,,,,"Refujo, refugio.",refúgio,,173.0
2050,Registração,red̠ʒistɾasaːo,registo,Rɨ.ˈʒiʃ.tu,registration,noun,,,,"Registração, registro. — Deriv. reg. de registra.",registro,derivado,173.0
2052,Regolá,regolaː,regular,Rɨ.ɡu.ˈlaɾ,regulate,adjective,,,,Regolãregular.,regular,,173.0
2065,Rendá,rendaː,arrendar,ɐ.Rẽ.ˈdaɾ,rent,verb,,,,"Renda, arrendar. Rendaro, rendeiro. Infl. de r. Cfr. obraro, ferraro.",arrendar,,174.0
2071,Rependimento,rependimento,arrependimento,ɐ.Rɨ.pẽ.di.ˈmẽ.tu,repentance,noun,,,,,arrependimento,,
2073,Repentação,repentasaːo,arrependimento,ɐ.Rɨ.pẽ.di.ˈmẽ.tu,repentance,noun,,,,,arrependimento,,
2074,Repostá,repostaː,responder,Rɨʃ.põ.ˈdeɾ,reply,verb,,,,"Reposta, responder. Re-postávè (poet.), respondia.— De reposta.",responder,poético,174.0
2075,Reprende,repɾende,repreender,Rɨ.pɾjẽ.ˈdeɾ,scold,verb,,,,"Reprende, reprehender.",repreender,,174.0
2081,Requedação,rekedasaːo,arrecadação,ɐ.Rɨ.kɐ.dɐ.ˈsɐ̃w̃,collection,noun,,,,,arrecadação,,
2084,Resgueto,rezgeto,resgate,Rɨʒ.ˈɡa.tɨ,ransom,noun,,,,"Resgueto, resgate. Res-guetà,, resgatar.",resgate,,174.0
2085,Resolvá,rezolʋaː,resolver,Rɨ.zoɫ.ˈveɾ,solve,verb,,,,"Resolva, resolver.",resolver,,174.0
2086,Respeitado,respeitado,respeitável,Rɨʃ.pɐj.ˈta.vɛɫ,respectable,adjective,,,,"Respeitado, respeitável. Cfr. agradado.",respeitável,,174.0
2087,Respéto,respeːto,respeito,Rɨʃ.ˈpɐj.tu,respect,noun,,,,"Respéto, respeito (t. us.).",respeito,,174.0
2090,Responsibilidade,responsibilidade,responsabilidade,Rɨʃ.põ.sɐ.bi.li.ˈda.dɨ,responsibility,noun,,,"O Bruffador, i periódico","Responsibilidade {Br. i), responsabilidade.",responsabilidade,,174.0
2091,Restanto,restanto,restante,Rɨʃ.ˈtɐ̃.tɨ,remnant,adjective,,,,"Restante, restante. Cír.bas-tanto, rebeldo.",restante,,174.0
2097,Rexinol,reʃinol,rouxinol,Row.si.ˈnɔɫ,nightingale,noun,,Portuguese-based creoles of Indian mainland,,"Rexinol, rouxinol. Reixinol: vulg. no cont.",rouxinol,,174.0
2098,Rezão,rezaːo,razão,Rɐ.ˈzɐ̃w̃,reason,noun,"Capeverdean creole, Cochin creole, Macao creole","Old Portuguese, Dialectal Portuguese",,"Rezão, rezan (fórm. mod.), razão. Rezonavel, razoável. Re^ão: dial. cochmac. Re:fan: dial. cab. — Re:^ão: port. arch. e Dialetal Portuguese.",razão,,174.0
2099,rezan,rezan,razão,Rɐ.ˈzɐ̃w̃,reason,noun,"Capeverdean creole, Cochin creole, Macao creole","Old Portuguese, Dialectal Portuguese",,"Rezão, rezan (fórm. mod.), razão. Rezonavel, razoável. Re^ão: dial. cochmac. Re:fan: dial. cab. — Re:^ão: port. arch. e Dialetal Portuguese.",razão,,174.0
2101,Revolá,reʋolaː,revolver,Rɨ.voɫ.ˈveɾ,turn over,verb,,,,"Revolà, revolver.",revolver,,174.0
2108,Riu,riu,rio,ˈRi.u,river,noun,Mangalor creole,,,"Riu, rio. Dial. mang.",rio,,174.0
2112,Róla,roːla,rolo,ˈRo.lu,roll,noun,,,,"Rola, rolo.",rolo,,174.0
2113,Rompá,rompaː,romper,Rõ.ˈpeɾ,disrupt,verb,,,,"Rompa, romper.",romper,,174.0
2114,Ronchà,ront̠ʃaː,roncar,Rõ.ˈkaɾ,snore,verb,,,,"Ronchà, roncar. Cfr. ranchá.",roncar,,174.0
2120,Rubá,rubaː,roubar,Row.ˈbaɾ,steal,verb,Macao creole,,,"Rubá, roubar. Rubador, roubador. Rubação, roubo. Dial. mac.",roubar,,175.0
2123,Rudela,rudela,rodela,Ru.ˈdɛ.lɐ,"disc, slice",noun,,,,"Rudela, rodela.",rodela,,175.0
2124,Ruino,ruino,ruína,ˈRwi.nɐ,ruin,noun,,,,"Ruino, ruvína, ruvinação, ruina. Ruiná, ruvinà, arruinar. Cfr. savode, perdová.",ruina,,175.0
2125,ruvína,ruʋiːna,ruína,ˈRwi.nɐ,ruin,noun,,,,"Ruino, ruvína, ruvinação, ruina. Ruiná, ruvinà, arruinar. Cfr. savode, perdová.",ruina,,175.0
2126,ruvinação,ruʋinasaːo,ruína,ˈRwi.nɐ,ruin,noun,,,,"Ruino, ruvína, ruvinação, ruina. Ruiná, ruvinà, arruinar. Cfr. savode, perdová.",ruina,,175.0
2127,Ruiná,ruinaː,arruinar,ɐ.Rwi.ˈnaɾ,ruin,verb,,,,,arruinar,,
2128,ruviná,ruʋinaː,arruinar,ɐ.Rwi.ˈnaɾ,ruin,verb,,,,,arruinar,,
2130,Rumpé,rumpeː,romper,Rõ.ˈpeɾ,disrupt,verb,,,,"Rumpé, romper.",romper,,175.0
2131,Ruva,ruʋa,rua,ˈRu.ɐ,street,noun,,,,"Ruva, rua (mais us.). Cff. corôva.",rua,,175.0
2132,Saberoso,sabeɾozo,saboroso,sɐ.bu.ˈɾo.zu,delicious,adjective,,,,"Saberoso, sabaroso, sa-broso (fórm. mod.), saboroso. Cfr. amaroso.",saboroso,,175.0
2133,sabaroso,sabaɾozo,saboroso,sɐ.bu.ˈɾo.zu,delicious,adjective,,,,"Saberoso, sabaroso, sa-broso (fórm. mod.), saboroso. Cfr. amaroso.",saboroso,,175.0
2134,sabroso,sabɾozo,saboroso,sɐ.bu.ˈɾo.zu,delicious,adjective,,,,"Saberoso, sabaroso, sa-broso (fórm. mod.), saboroso. Cfr. amaroso.",saboroso,,175.0
2139,Sahinho,saiɲo,saída,sɐ.ˈi.dɐ,exit,noun,,,,"Sahinlio, sabida.",saída,,175.0
2141,Salutação,salutasaːo,saudação,saw.dɐ.ˈsɐ̃w̃,greeting,noun,,,,,saudação,,
2142,Sandê,sandeː,acender,ɐ.sẽ.ˈdeɾ,light up,verb,"Capeverdean creole, Macao creole",,,"Sandê, sandà, accender. Sandê: dial. mac. Dial. cab. cendê.",acender,,175.0
2143,sandà,sandaː,acender,ɐ.sẽ.ˈdeɾ,light up,verb,"Capeverdean creole, Macao creole",,,"Sandê, sandà, accender. Sandê: dial. mac. Dial. cab. cendê.",acender,,175.0
2145,Santildade,santildade,santidade,sɐ̃.ti.ˈda.dɨ,holiness,noun,,,"O Bruffador, i periódico","Santildade {Br. i), santidade.",santidade,,175.0
2149,Sará,saɾaː,serrar,sɨ.ˈRaɾ,saw,verb,,Portuguese-based creoles of Indian mainland,,"Sara, serrar. Sarrar: no cont. Cfr. ará.",serrar,,175.0
2150,Sarado,saɾado,cerrado,sɨ.ˈRa.du,sawn,adjective,"Macao creole, Mangalor creole",,,"Sarado, cerrado. Dial. mangmac.",cerrado,,175.0
2153,Satisfazido,satisfazido,satisfeito,sɐ.tiʃ.ˈfɐj.tu,satisfied,adjective,,,,"Satisfazído, satisfeito.",satisfeito,,175.0
2158,Saudição,saudisaːo,saudação,saw.dɐ.ˈsɐ̃w̃,greeting,noun,,,Novo testamento,"Saudição (N. T"".), saudação. Cfr. salutação.",saudação,,175.0
2159,Saúdo,sauːdo,sábado,ˈsa.bɐ.du,saturday,noun,,,,"Saúdo, saudo-dia, sabbado. Cfr. beudo.",sábado,,176.0
2160,saudo-dia,saudo dia,sábado,ˈsa.bɐ.du,saturday,noun,,,,"Saúdo, saudo-dia, sabbado. Cfr. beudo.",sábado,,176.0
2174,Seguente,segente,seguinte,sɨ.ˈɡĩ.tɨ,next,adjective,,,,"Seguente, segunte, seguinte.",seguinte,,176.0
2175,segunte,segunte,seguinte,sɨ.ˈɡĩ.tɨ,next,adjective,,,,"Seguente, segunte, seguinte.",seguinte,,176.0
2177,Seguindo,segindo,seguinte,sɨ.ˈɡĩ.tɨ,next,adjective,,,catecismo,"Seguindo {Cath.), seguinte.",seguinte,,176.0
2178,Seguradomente,seguɾadomente,seguramente,sɨ.ɡu.ɾɐ.ˈmẽ.tɨ,surely,adverb,,,,"Seguradomente, seguramente.",seguramente,,176.0
2179,Seisenta,seizenta,sessenta,sɨ.ˈsẽ.tɐ,sixty,numeral,,,,"Seisenta, sessenta.",sessenta,,176.0
2181,Seite,seite,sete,ˈsɛ.tɨ,sete,numeral,,,,"Seite, sete (mais us.).",sete,,176.0
2185,Semalhança,semaʎansa,semelhança,sɨ.mɨ.ˈʎɐ̃.sɐ,similarity,noun,,,"O Bruffador, i periódico","Semalhança {Br. i), seme-Ihancè, similhança.",semelhança,,176.0
2186,semeIhancè,semeianseː,semelhança,sɨ.mɨ.ˈʎɐ̃.sɐ,similarity,noun,,,"O Bruffador, i periódico","Semalhança {Br. i), seme-Ihancè, similhança.",semelhança,,176.0
2187,Sementria,sementɾia,sementeira,sɨ.mẽ.ˈtɐj.ɾɐ,seeding,noun,,,,"Sementria, sementeira.",sementeira,,176.0
2191,Sen,sen,sem,sɐ̃j̃,without,preposition,,,,"Sen, sem.",sem,,176.0
2192,Senan,senan,senão,sɨ.ˈnɐ̃w̃,unless,adverb,,,,"Senan (fórm. mod.j, senão.",senão,,176.0
2193,Senhoris,seɲoɾis,senhor,sɨ.ˈɲoɾ,lord,noun,,,Bautismo,Senhoris (Baut.). senhor.,senhor,,176.0
2194,Sentencia,sentensia,sentença,sẽ.ˈtẽ.sɐ,judgement,noun,,,,"Sentencia, sentença. Cfr. presencia, justicia.",sentença,,176.0
2195,Seperá,sepeɾaː,separar,sɨ.pɐ.ˈɾaɾ,separate,verb,,,,"Seperà, separar. Separação, separação (t. us.).",separar,,176.0
2196,Separação,sepaɾasaːo,separação,sɨ.pɐ.ɾɐ.ˈsɐ̃w̃,splitting,noun,,,,,separação,,
2202,Serioso,seɾiozo,sério,ˈsɛ.ɾju,serious,adjective,,,,"Serioso, serio. Cfr. varioso, impioso.",sério,,176.0
2204,Sés,seːs,seis,ˈsɐjʃ,six,numeral,Macao creole,,,"Sés, seis (mais us.). Dial. mac.",seis,,176.0
2206,Seve,seʋe,sebe,ˈsɛ.bɨ,hedge,noun,,,,"Seve, sebe. Cfr. avelha.",sebe,,176.0
2211,Simiá,simiaː,semear,sɨ.ˈmi.aɾ,sow,verb,,,,"Simiá, semear. Mais us. bruffá.",semear,,176.0
2212,Simple,simple,simples,ˈsĩ.plɨʃ,simple,adjective,Macao creole,Portuguese-based creoles of Indian mainland,,"Simple, simplo, simples. Dial. mac. Dialectal no cont.",simples,,176.0
2213,simplo,simplo,simples,ˈsĩ.plɨʃ,simple,adjective,Macao creole,Portuguese-based creoles of Indian mainland,,"Simple, simplo, simples. Dial. mac. Dialectal no cont.",simples,,176.0
2216,Sinhárè,siɲaːɾeː,senhora,sɨ.ˈɲo.ɾɐ,lady,noun,"Capeverdean creole, Diu creole",,,"Sinhàrè, senhora. Dial. div. senhára. Dial. cab. sinhâra, nhâra.",senhora,,176.0
2218,Sinté,sinteː,sentir,sẽ.ˈtiɾ,feel,verb,Cochin creole,,,"Sinté, sentir. Sintemento, sentimento. Dial. coch. Cfr. jnintê.",sentir,,176.0
2221,Siome,siome,ciúme,ˈsju.mɨ,jealousy,noun,,,,"Siome, ciúme.",ciúme,,176.0
2225,Sistê,sisteː,assistir,ɐ.siʃ.ˈtiɾ,watch,verb,,,,"Sistê, assistir.",assistir,,176.0
2234,Sóbri,soːbɾi,sobre,ˈso.bɾɨ,about,preposition,,,,"Sóbri, sóber (fórm. mod.), sobre (t. us.). Cfr. ánter, conter.",sobre,,177.0
2235,sóber,soːbeɾ,sobre,ˈso.bɾɨ,about,preposition,,,,"Sóbri, sóber (fórm. mod.), sobre (t. us.). Cfr. ánter, conter.",sobre,,177.0
2236,Sociadade,sosiadade,sociedade,su.sjɐ.ˈda.dɨ,society,noun,,,,"Sooiadade, sociedade.",sociedade,,177.0
2238,Socorá,sokoɾaː,socorrer,su.ku.ˈReɾ,help,verb,,,,"Socorà, soccorrer. Soooro, soccorro.",socorrer,,177.0
2242,Soitâ,sojtaː,açoitar,ɐ.soj.ˈtaɾ,lash,verb,,,,Soitâ.. V. çoiTÁ.,açoitar,,177.0
2243,Solemno,solemno,solene,su.ˈlɛ.nɨ,solemn,adjective,,,,"Solemno, solemne. Cfr. bas-tanto, restanto.",solene,,177.0
2248,Sombrè,sombɾeː,sombra,ˈsõ.bɾɐ,shadow,noun,,,,"Sombrè, sómber, sombra. Cfr. óber, paláver.",sombra,,177.0
2249,sómber,soːmbeɾ,sombra,ˈsõ.bɾɐ,shadow,noun,,,,"Sombrè, sómber, sombra. Cfr. óber, paláver.",sombra,,177.0
2253,Sonento,sonento,sonolento,su.nu.ˈlẽ.tu,sleepy,noun,,,,"Sonento, somnolento.",sonolento,,177.0
2257,Subê,subeː,subir,su.ˈbiɾ,"climb, move up",verb,,,,"Snbô, soube (p. us.), subir.",subir,pouco usado,177.0
2258,soubê,soubeː,subir,su.ˈbiɾ,"climb, move up",verb,,,,"Snbô, soube (p. us.), subir.",subir,pouco usado,177.0
2259,Subiá,subiaː,sobejar,su.bɨ.ˈʒaɾ,survive,verb,,,,"Subia, sobejar. Cfr. desiá, /estia.",sobejar,,177.0
2261,Subtomente,subtomente,subitamente,su.bi.tɐ.ˈmẽ.tɨ,suddenly,adverb,,,,"Subtomente, subitamente.",subitamente,,177.0
2262,Súcar,suːkaɾ,açúcar,ɐ.ˈsu.kɐɾ,sugar,verb,,,,"Súcar, assucar.",assucar,,177.0
2263,Suffri,sufɾi,sofrer,su.ˈfɾeɾ,suffer,verb,Cochin creole,,,"Suffri, soffrer. Suffrador, softVedor. Suffri: dial. coch.",sofrer,,177.0
2264,Suffrador,sufɾadoɾ,sofredor,su.fɾɨ.ˈdoɾ,sufferer,noun,,,,,sofredor,,
2265,Sujaza,sud̠ʒaza,sujidade,su.ʒi.ˈda.dɨ,dirtiness,noun,,,"O Bruffador, ii periódico","Sujaza {Br. 2), sugidade.",sugidade,,177.0
2267,Sumana,sumana,semana,sɨ.ˈmɐ.nɐ,week,noun,Cochin creole,Dialectal Portuguese,,"Sumana, sumanè, semana. Dial. coch. suman. — Sumana: port. Dialetal Portuguese.",semana,,177.0
2268,sumanè,sumaneː,semana,sɨ.ˈmɐ.nɐ,week,noun,Cochin creole,Dialectal Portuguese,,"Sumana, sumanè, semana. Dial. coch. suman. — Sumana: port. Dialetal Portuguese.",semana,,177.0
2270,Superemo,supeɾemo,supremo,su.ˈpɾe.mu,supreme,noun,,,"O Bruffador, i periódico","Superemo {Br. i), supremo. Cfr. caraváo.",supremo,,177.0
2279,Susaso,suzazo,sucesso,su.ˈsɛ.su,success,noun,,,"O Bruffador, ii periódico","Susaso (pron. suçaço; Br. 2), successo,",sucesso,,178.0
2286,Suspira,suspiɾa,suspiro,suʃ.ˈpi.ɾu,sigh,noun,,,,"Suspira, suspiro.",suspiro,,178.0
2287,Suvà,suʋaː,suar,ˈswaɾ,sweat,verb,,,,"Suvà, suar. Cfr. perdová.",suar,,178.0
2305,Telegramo,telegɾamo,telegrama,tɨ.lɨ.ˈɡɾɐ.mɐ,telegram,noun,,,,"Telegramo, telegramma.",telegrama,,178.0
2306,Telhada,teʎada,telhado,tɨ.ˈʎa.du,roof,noun,,,,"Telhada, telhado.",telhado,,178.0
2308,Temaro,temaɾo,temor,tɨ.ˈmoɾ,fear,noun,,,"O Bruffador, ii periódico","Temaro {Br. 2), temor.",temor,,178.0
2312,Tenro,tenɾo,terno,ˈtɛɾ.nu,suit,adjective,,,,"Tenro, terno. Por equivoca-ção.",terno,,178.0
2315,Terivel,teɾiʋel,terrível,tɨ.ˈRi.vɛɫ,terrible,adjective,,,,"Terivel, terrivel (t. us.).",terrível,,178.0
2328,Tirnia,tiɾnia,tirania,ti.ɾɐ.ˈni.ɐ,tyranny,noun,,,,"Timia, tyrannia.",tirania,,179.0
2329,Tirrá,tiraː,tirar,ti.ˈɾaɾ,take,verb,,,,"Tirrã( J5r. 11, tirar. Cfr. virrá, parra.",tirar,,179.0
2335,Topàz,topaːs,topázio,tu.ˈpa.zju,topaz,noun,,,"O Bruffador, i periódico","Topàz, topázio. Torcemento {Br. i). V. tru-",topázio,,179.0
2338,Tortil,toɾtil,berço,ˈbeɾ.su,baby crib,noun,,,,,berço,,
2339,Torno,toɾno,torre,ˈto.Rɨ,tower,noun,,,Istori de San Clear,"Tomo (S. C), torre.",torre,,179.0
2341,Traducê,tɾaduseː,traduzir,tɾɐ.du.ˈziɾ,translate,verb,,,,"Traducê, traduzir. Cír. pro-ducè.",traduzir,,179.0
2342,Trahido,tɾaido,distraído,diʃ.tɾɐ.ˈi.du,distracted,adjective,,,"O Bruffador, i periódico","TraMdo iBr. i), distrahido. Cfr. dito.",distraído,,179.0
2344,Transgressá,tɾanzgɾesaː,transgredir,tɾɐ̃ʒ.ɡɾɨ.ˈdiɾ,transgress,verb,,,,"Transgressá, transgredir. Transgressador, transgressor. — De transgressão ou infl. do ing!. to transgress.",transgredir,,179.0
2348,Trapá,tɾapaː,trepar,tɾɨ.ˈpaɾ,climb,verb,,,,"Trapà, trepar.",trepar,,179.0
2352,Travelho,tɾaʋeʎo,trabalho,tɾɐ.ˈba.ʎu,work,noun,,,O Comer de Alma,"Travelho (p. us.), travajo, travai, travia {Br. 1), trabalho. Travalhá, (p. us.), travaljá, traveja, travelià {C. A.)travià, trabalhar.",trabalho,pouco usado,179.0
2353,travajo,tɾaʋad̠ʒo,trabalho,tɾɐ.ˈba.ʎu,work,noun,,,O Comer de Alma,"Travelho (p. us.), travajo, travai, travia {Br. 1), trabalho. Travalhá, (p. us.), travaljá, traveja, travelià {C. A.)travià, trabalhar.",trabalho,pouco usado,179.0
2354,travai,tɾaʋai,trabalho,tɾɐ.ˈba.ʎu,work,noun,,,O Comer de Alma,"Travelho (p. us.), travajo, travai, travia {Br. 1), trabalho. Travalhá, (p. us.), travaljá, traveja, travelià {C. A.)travià, trabalhar.",trabalho,pouco usado,179.0
2355,travia,tɾaʋia,trabalho,tɾɐ.ˈba.ʎu,work,noun,,,O Comer de Alma,"Travelho (p. us.), travajo, travai, travia {Br. 1), trabalho. Travalhá, (p. us.), travaljá, traveja, travelià {C. A.)travià, trabalhar.",trabalho,pouco usado,179.0
2356,Travalhá,tɾaʋaʎaː,trabalhar,tɾɐ.bɐ.ˈʎaɾ,work,verb,,,,,trabalhar,,
2357,travalyá,tɾaʋalʲaː,trabalhar,tɾɐ.bɐ.ˈʎaɾ,work,verb,,,,,trabalhar,,
2358,travejá,tɾaʋed̠ʒaː,trabalhar,tɾɐ.bɐ.ˈʎaɾ,work,verb,,,,,trabalhar,,
2359,traveliá,tɾaʋeliaː,trabalhar,tɾɐ.bɐ.ˈʎaɾ,work,verb,,,,,trabalhar,,
2360,traviá,tɾaʋiaː,trabalhar,tɾɐ.bɐ.ˈʎaɾ,work,verb,,,,,trabalhar,,
2370,Trémè,tɾeːmeː,tremor,tɾɨ.ˈmoɾ,shiver,noun,,,,"Trémè {C. A^.), tremor.",tremor,,179.0
2373,Trevessado,tɾeʋesado,depravado,dɨ.pɾɐ.ˈva.du,depraved,adjective,,,,,depravado,,
2374,trevesado,tɾeʋezado,depravado,dɨ.pɾɐ.ˈva.du,depraved,adjective,,,,,depravado,,
2375,arrevezado,areʋezado,depravado,dɨ.pɾɐ.ˈva.du,depraved,adjective,,,,,depravado,,
2381,Tribulá,tɾibulaː,atribular,ɐ.tɾi.bu.ˈlaɾ,trouble,adjective,,,,"Tribulà, atribular. Mais us. troublá.",atribular,,179.0
2382,Trimi,tɾimi,tremer,tɾɨ.ˈmeɾ,shiver,verb,,,,"Trimi, tremer.",tremer,,179.0
2383,Trinidade,tɾinidade,trindade,tɾĩ.ˈda.dɨ,trinity,noun,,,,"Trinidade, trindade. Cfr. virginidade.",trindade,,179.0
2384,Trintè,tɾinteː,trinta,ˈtɾĩ.tɐ,thirty,numeral,,,,"Trintè, trinta (t. us.).",trinta,,179.0
2385,Triómpha,tɾioːmfa,triunfo,tɾi.ˈũ.fu,triumph,noun,,,,"Triómpha, triumpho.Triom-plià, triumphar.Triompliante, triumphante.",triunfo,,179.0
2387,Triompliante,tɾiompliante,triunfante,tɾi.ũ.ˈfɐ̃.tɨ,triumphant,adverb,,,,,triunfante,,
2388,Tristézè,tɾisteːzeː,tristeza,tɾiʃ.ˈte.zɐ,sadness,noun,,,,"Tristézè, tristeza (t. us.).",tristeza,,179.0
2397,Trova,tɾoʋa,trovejar,tɾu.vɨ.ˈʒaɾ,thunder,verb,,,,"Trova, truvá, trovejar. — De trovada, truvado.",trovejar,,180.0
2398,truvá,tɾuʋaː,trovejar,tɾu.vɨ.ˈʒaɾ,thunder,verb,,,,"Trova, truvá, trovejar. — De trovada, truvado.",trovejar,,180.0
2400,Trocamento,tɾokamento,troca,ˈtɾɔ.kɐ,exchange,noun,,,,"Trocamento, troca.",troca,,180.0
2402,Trombeto,tɾombeto,trombeta,tɾõ.ˈbe.tɐ,trumpet,noun,,,,"Trombeto, trumbetè, trombeta.",trombeta,,180.0
2403,trumbetè,tɾumbeteː,trombeta,tɾõ.ˈbe.tɐ,trumpet,noun,,,,"Trombeto, trumbetè, trombeta.",trombeta,,180.0
2425,Trusamento,tɾuzamento,disenteria,di.zẽ.tɨ.ˈɾi.ɐ,dysentery,noun,,,,"Trusamento, dysenteria.",disenteria,,180.0
2431,Ungiá,und̠ʒiaː,ungir,ũ.ˈʒiɾ,anoint,verb,,,,,ungir,,
2432,Urvis,uɾʋis,ourives,ow.ˈɾi.vɨʃ,goldsmith,noun,,,,,ourives,,
2439,Vadade,ʋadade,vaidade,vaj.ˈda.dɨ,vanity,noun,,,Voz de Verdade,"Vadade (F. de F.), vaidade.",vaidade,,180.0
2442,Valante,ʋalante,valente,vɐ.ˈlẽ.tɨ,brave,adjective,,,,"Valante, valente (mais us.).",valente,,180.0
2443,Valiá,ʋaliaː,avaliar,ɐ.vɐ.ˈli.aɾ,evaluate,verb,,,,"Valia, avaliar.",avaliar,,180.0
2444,Vanda,ʋanda,banda,ˈbɐ̃.dɐ,"strip, side",noun,Macao creole,,,"Vanda, banda (t. us.). Dial. mac.",banda,,180.0
2455,Vatti,ʋatːi,açafate,ɐ.sɐ.ˈfa.tɨ,basket,noun,,,,Vatti (pron. vati)^ açafate. — Singl. grfer [vattiya).,açafate,,181.0
2457,Vença,ʋensa,vencer,vẽ.ˈseɾ,"beat, win",verb,,,,"Vença (ant.), vencà, vencer. Vencador, vencedor.",vencer,,181.0
2458,vencà,ʋenkaː,vencer,vẽ.ˈseɾ,"beat, win",verb,,,,"Vença (ant.), vencà, vencer. Vencador, vencedor.",vencer,,181.0
2468,Verdedeiro,ʋeɾdedeiɾo,verdadeiro,vɨɾ.dɐ.ˈdɐj.ɾu,true,adjective,,,,"Verdedeiro, verdadeiro (t. us.). Verdeiromente, verdadeiramente (t. us.).",verdadeiro,,181.0
2472,Vésper,ʋeːspeɾ,véspera,ˈvɛʃ.pɨ.ɾɐ,"day before, sunset",noun,,,,"Vésper, véspera. Cfr. asper.",véspera,,181.0
2484,Vido,ʋido,ver,ˈveɾ,see,verb,,,,"Vido (p. us.), ver. V. olha.",ver,pouco usado,181.0
2487,Vigári,ʋigaːɾi,vigário,vi.ˈɡa.ɾju,vicar,noun,,,,"Vigàri, vigário. Cfr. almári, Calvári.",vigário,,181.0
2488,Vigil,ʋid̠ʒil,vigília,vi.ˈʒi.ljɐ,"watch, vigil",noun,,,,"Vigil, vigilia.",vigília,,181.0
2489,Vin',ʋinə,vinho,ˈvi.ɲu,wine,noun,Capeverdean creole,,,"Vin' (ant.), vinho. Dial. cab. Cí""r. vein.",vinho,,181.0
2490,Vindo,ʋindo,vinda,ˈvĩ.dɐ,coming,noun,,,,"Vindo, vinda (t. us.). Vindo-dentro, entrada.",vinda,,181.0
2492,Vintôrè,ʋintoːɾeː,ventura,vẽ.ˈtu.ɾɐ,"venture, bliss",adjective,,,,"Vintôrè, ventura (mais us.). Vinteroso, vintroso, venturoso.",ventura,,181.0
2493,Vinteroso,ʋinteɾozo,venturoso,vẽ.tu.ˈɾo.zu,happy,adjective,,,,,venturoso,,
2494,vintroso,ʋintɾozo,venturoso,vẽ.tu.ˈɾo.zu,happy,adjective,,,,,venturoso,,
2499,Virrá,ʋiraː,virar,vi.ˈɾaɾ,turn around,verb,,,"O Bruffador, i periódico","Virrà {Br. i), virar. Cfr. tirrá, parra.",virar,,181.0
2501,Vistê,ʋisteː,vestir,vɨʃ.ˈtiɾ,dress,verb,,,"O Bruffador, ii periódico","Viste, vista {Br. 2), vestir (t. us.). Vistementé, viste-mento, vistido, vestido, trajo (desus.).",vestir,,181.0
2502,vistá,ʋistaː,vestir,vɨʃ.ˈtiɾ,dress,verb,,,"O Bruffador, ii periódico","Viste, vista {Br. 2), vestir (t. us.). Vistementé, viste-mento, vistido, vestido, trajo (desus.).",vestir,,181.0
2507,Vizia,ʋizia,vigia,vi.ˈʒi.ɐ,watchman,verb,,,,"Vizia, vigia. Viziá, vigiar.",vigia,,182.0
2508,Viziá,ʋiziaː,vigiar,vi.ˈʒi.aɾ,surveillance,verb,,,,,vigiar,,
